@id,name:cy,name,place,@lat,@lon
3803728082,Cwmtyleri,Cwmtillery,village,51.7440586,-3.1360199
3936935218,Crug-y-Byddar,Crug-y-Byddar,hamlet,52.4301494,-3.2339975
3956259988,Cwm Nant-y-moch,Cwm Nant-y-moch,isolated_dwelling,52.0096000,-3.5930293
4022993914,Llanbedr-y-fro,Peterston-super-Ely,village,51.4799788,-3.3209662
4038919407,Y Fenni,Abergavenny,town,51.8191413,-3.0140809
4160119950,Canolfan y Ceridwen,Canolfan y Ceridwen Centre,farm,52.0133432,-4.3868647
4210766293,Penblewyn,Penblewin,locality,51.8167447,-4.7286823
4427179842,Cwrt Henri,Court Henry,village,51.8862339,-4.0983955
4462470095,Ynysowen,Merthyr Vale,village,51.6884118,-3.3362076
4973880120,Cae-wern,Caewern,suburb,51.6708579,-3.8139375
5000573222,Sanclêr,St. Clears,town,51.8206559,-4.4946965
5048360960,Sarn,Sarn,village,51.5392115,-3.5839815
5051719121,Pen-y-fai,Pen-y-fai,village,51.5253661,-3.5958372
5235399562,Y Drenewydd,Bute Town,hamlet,51.7741269,-3.2997199
5235399569,Tref Eliot,Elliot's Town,neighbourhood,51.7180534,-3.2359396
5235570849,Treffilip,Phillip's Town,neighbourhood,51.7243143,-3.2391153
5329890962,Porthladd Caergybi,Holyhead Port,locality,53.3118883,-4.6281307
2986987,Ynys Badrig,Middle Mouse,island,,
2987001,Ynysoedd y Moelrhoniaid,Ynysoedd y Moelrhoniaid,island,,
2988683,Ynys Arw,North Stack,islet,,
2988992,Ynys Lawd,South Stack,island,,
4000920,Ynys Tudwal Fach,Ynys Tudwal Fach,island,,
4001794,Ynys Bery,Ynys Bery,islet,,
32260473,Trelales,Laleston,village,,
37074064,Pengelli,Grovesend,village,,
42867063,Ynys Amlwch,East Mouse,islet,,
44727707,Maen-y-Bugael,West Mouse,island,,
47482459,Llanfairpwllgwyngyll,Llanfairpwllgwyngyll,village,,
55685539,Ynys Eilun,Ynys Eilun,islet,,
93349036,Ynys Halen,Salt Island,islet,,
126546636,Ynys Echni,Flat Holm,island,,
166513040,Llanfihangel Crucornau,Llanvihangel Crucorney,village,,
202499210,Sain Dynwyd,St. Donat's,village,,
218697343,Hendy-gwyn ar Daf,Whitland,town,,
226417893,Pont yr Eilun,Pont yr Eilun,islet,,
295543313,Parc Dewi Sant,Saint David's Park (Council Offices),neighbourhood,,
408871019,Cefnllech,Cefnllech,farm,,
514746740,Maes y Frenhines,Maes y Frenhines / Queen's Square,square,,
554240260,Camros,Camrose,village,,
166224,Llandeilo Ferwallt,Bishopston,village,,
335184,Casnewydd,Newport,city,,
1446958,Penrhyn-Gwyr,Worms Head,island,,
1759088,Cilâ Uchaf,Upper Killay,village,,
1783531,Porth Einon,Port Eynon,village,,
2832411,Ynys Bŷr,Caldey Island,island,,
2856487,Ynys Sgomer,Skomer,island,,
3009841,Em-sger,South Bishop,islet,,
3012320,Ynys Dewi,Ynys Dewi,island,,
5639683,Caerffili,Caerphilly,town,,
6000853,Coed Duon,Blackwood,town,,
6038068,Prydain Fawr,Great Britain,island,,
6045326,Ynys Môn,Anglesey,island,,
6045346,Ynys Gybi,Holy Island,island,,
6046655,Ynys Enlli,Ynys Enlli,island,,
6731421,Pontybrenin,Kingsbridge,suburb,,
7379450,Casllwchwr,Loughor,suburb,,
