@lat,@lon,name:cy,place,name
53.0319752,-4.0181642,,locality,Clogwyn Llwyd
53.0683993,-3.9621554,,locality,Llechwedd Garnedd
53.0484529,-4.0590935,,locality,Plascwmllan
53.3345598,-3.4029487,,town,Prestatyn
53.3236832,-3.4392779,,locality,Coastal Raceway
53.3053538,-3.3562518,,hamlet,Marian
53.2832073,-3.2964837,,village,Lloc
53.3569332,-4.5583682,,hamlet,Borthwen
53.2847015,-3.4058688,,village,Cwm
53.2878141,-3.3886507,,hamlet,Marian Cwm
53.2810510,-3.2599007,,village,Carmel
52.9852496,-3.9292366,,village,Manod
52.9792299,-3.9296989,,neighbourhood,Congl-y-wal
52.9951013,-3.9313402,,neighbourhood,Four Crosses
53.2667978,-3.4271324,,hamlet,Tai Cochion
53.3119740,-3.2719682,,village,Rhewl-Mostyn
53.3092043,-3.3419925,,hamlet,Axton
53.3023409,-3.3350061,,hamlet,Walwen
53.2998071,-3.3290876,,hamlet,Sarn
53.2931555,-3.3116550,,hamlet,Gelli
52.8181870,-4.0082745,,locality,Graig Uchaf (ruined)
52.7380915,-4.0602806,,farm,Haffotty Farm (abandoned)
52.7397526,-4.0610480,,isolated_dwelling,Fridd Fechan
51.4823736,-3.2984560,,hamlet,St. Georges-super-Ely
51.4912250,-3.3022542,,hamlet,St. Brides-super-Ely
53.2102402,-2.9996103,,hamlet,Sealand Manor
51.9737109,-5.0818965,,locality,Aberbach
51.9695112,-5.0837794,,locality,Abermawr
52.7922469,-4.0264030,,locality,Pont Scethin
52.7380833,-4.0460178,,locality,Bwlch y Llan
52.7643813,-4.0009531,,locality,Hillfort (remains)
52.9292510,-3.9268532,,locality,ROMAN FORT
52.7962357,-4.0352436,,locality,Tynewydd Coaching Inn (ruined)
52.8156324,-4.0284118,,locality,Pont Cerrig
52.7822805,-4.0663094,,locality,Pont Fadog
52.7800971,-4.0909827,,locality,Fron Galed
52.8208073,-4.0551122,,locality,Pont Cwmnantcol
52.8140290,-4.0219399,,locality,Graig Isaf
52.8509488,-3.9970874,,locality,Bwlch Tyddiad
52.8618125,-4.0324973,,locality,Pont Cae-hewydd
52.8769751,-3.9957020,,locality,Bwlch Gwylim
52.7364388,-4.0262681,,hamlet,Cutiau
52.7477905,-4.0417395,,locality,Bwlch Cwmmaria
52.8721789,-4.0609819,,locality,Moel Goedog Hillfort
52.8370874,-4.0866135,,locality,Clogwyn Arllef Hillfort
53.2087681,-3.1779780,,village,Rhosesmor
52.8238600,-4.0836130,,village,Pentre Gwynfryn
52.7798604,-4.0966936,,village,Llanddwywe
53.2168029,-3.1829263,,hamlet,Berth-ddu
53.2257332,-3.1865066,,village,Halkyn
53.2182237,-3.2050325,,hamlet,Moel-y-crio
53.2347651,-3.1986972,,hamlet,Windmill
51.8041861,-4.2382812,,village,Llangyndeyrn
53.2355805,-3.2263460,,hamlet,Pwll-melyn
53.2306894,-3.2290833,,hamlet,Waen-trochwaed
52.8563987,-3.9194135,,locality,Pont y Grible
53.3265647,-3.3086789,,hamlet,Coed Mor
53.2259990,-3.1942046,,hamlet,Catch
53.2289164,-3.2166765,,village,Rhes-y-cae
53.2615521,-3.5290951,,locality,Kinmel Manor
53.2865459,-3.2676959,,hamlet,Saith Ffynnon
51.9310513,-3.8868838,,hamlet,Felindre
51.7916966,-3.3690231,,village,Pontsticill
53.2953716,-3.4877841,,locality,Morfa Rhuddlan
53.2780768,-3.2390591,,village,Holway
53.2818059,-3.1951151,,village,Walwen
53.2776675,-3.1872941,,village,Whelston
53.2621409,-3.2118931,,village,Milwr
53.4666317,-3.5037836,,locality,Gwynt y Mor Windfarm
53.2602533,-3.1795492,,hamlet,Gadlys
53.2653330,-3.2365278,,hamlet,Brwyn
53.2348439,-3.3055636,,village,Afon-wen
53.1996697,-3.2070248,,hamlet,Hendre
52.9237694,-3.8841949,,locality,ROMAN PRACTICE CAMP
53.2159268,-3.8339271,,locality,CANOVIUM ROMAN FORT
53.2065704,-3.8456589,,hamlet,Castell
51.7415718,-4.1555247,,hamlet,Sylen
53.2309167,-3.4740024,,village,Cefn Meiriadog
53.2257943,-3.4785215,,hamlet,Bont Newydd
53.2486252,-3.4979282,,hamlet,Groesffordd Marli
53.2109549,-3.5023585,,village,Cefn Berain
53.2439513,-3.2070553,,village,Pentre Halkyn
53.1937179,-3.5624186,,hamlet,Bryn Rhyd-yr-Arian
53.2368846,-3.5532260,,hamlet,Pont Meredydd
53.3012670,-3.3920934,,hamlet,Marian Mills
53.3117904,-3.4066206,,hamlet,Bryniau
53.3141647,-3.4056876,,hamlet,Tan-yr-allt
52.9198941,-4.1280598,,island,Cei Ballast Island
52.9117437,-4.0824145,,island,Ynys Gifftan
52.0218076,-4.9095146,,hamlet,Pwllgwaelod
53.2151700,-3.0063910,,village,Garden City
53.1622736,-3.0543843,,village,Little Mountain
53.1589108,-3.0140740,,hamlet,Warren Hall
52.0165159,-4.8827255,,locality,Tai Bach
52.0159057,-4.8895925,,locality,Tan y Bryn
52.6941503,-4.0438977,,village,Friog
52.5903908,-4.0979323,,locality,Morfa Camp
52.7507205,-3.9682392,,village,Bontddu
51.7355408,-5.2763014,,locality,The Neck
52.7870062,-4.0414220,,locality,Craig y Dinas Hillfort
51.9446497,-3.7441067,,locality,Pant Meddygon
53.0274327,-3.4322006,,village,Melin y wig
53.0669952,-3.4163984,,locality,Bryn Beddau
51.7096173,-2.9682431,,village,Glascoed
53.0508721,-3.4356814,,locality,Pont Petryal
53.0583428,-3.4280738,,locality,Ancient Settlement
51.7445129,-4.7657929,,hamlet,Reynalton
53.3218584,-3.7917244,,suburb,Craigside
52.0075848,-4.8833749,,hamlet,Werndew
52.4627049,-3.2561628,,hamlet,Radnorshire Gate
52.7745894,-3.1554135,,village,Llansantffraid-ym-Mechain
51.8423286,-4.2423928,,hamlet,Nantycaws
51.8675661,-5.2121147,,locality,The Cradle
51.8992642,-4.1686561,,hamlet,Felingwmuchaf
51.5945937,-3.1644004,,locality,Graig-y-Rhacca
52.1769891,-3.6361217,,locality,Trallwm
52.5212546,-3.3066366,,suburb,New Barnfields
52.5130545,-3.3342312,,village,Milford
52.5190350,-3.3094047,,suburb,Penygloddfa
52.1114882,-4.5652890,,hamlet,Blaenannerch
53.1833212,-3.4277982,,neighbourhood,Lenton Pool
53.2834300,-3.4389834,,hamlet,Criccin
52.9179697,-4.0357274,,hamlet,Llandecwyn
52.1103851,-4.0814848,,neighbourhood,Barley Mow
52.1013649,-4.0598693,,neighbourhood,Ram
52.8972002,-3.9864651,,locality,Diffwys
52.8050250,-3.9630699,,locality,Pont y Brenhin
52.8849517,-3.7828475,,locality,Pont Blaen Lliw
52.8829626,-3.8085819,,locality,Bwlch Pen-y-feidiog
52.8628010,-3.8816607,,locality,Pont Dol-y-mynach
52.8404432,-4.0542330,,locality,Pont Crafnant
52.8483603,-4.0480274,,locality,Pont Cwm-yr-Afon
52.8316600,-4.0684686,,locality,Pont Pen-y-bont
52.9719456,-3.8932962,,locality,Rhyd yr Helen
52.8571436,-3.8856789,,locality,Pont y Llyn-du
52.8364568,-3.6924411,,locality,ROMAN CAMP
52.8357841,-3.6970333,,locality,ROMAN CAMP
52.8685768,-3.6681511,,locality,ROMAN FORT CAER GAI
52.9010643,-3.6140900,,village,Llanycil
53.0974402,-3.8736503,,locality,ROMAN FORT
53.1797708,-4.1757901,,hamlet,Seion
53.1736682,-4.1771916,,hamlet,Fachell
53.1286530,-4.1953047,,hamlet,Ceunant
53.1608426,-4.1716764,,hamlet,Glascoed
53.1535408,-4.1611300,,village,Penisarwaun
53.1565119,-4.1666363,,hamlet,Pen-ucha'r-waen
53.1586670,-4.1600810,,hamlet,Waen
53.2102350,-4.2548152,,village,Llanddaniel Fab
53.1172998,-4.2021773,,hamlet,Groeslon-waun
53.1423374,-4.2514686,,hamlet,Rhosbodrual
53.1447851,-4.2244314,,hamlet,Pontrug
52.0384588,-4.3129588,,locality,Llandysul Bridge
52.0358941,-4.4214854,,village,Pentrecagal
52.0377553,-4.4252191,,hamlet,Pensarnau
52.9526777,-3.9083920,,hamlet,Bron Goronwy
53.1466949,-4.1400025,,hamlet,Clwt-Y-Bont
53.1275957,-4.1516127,,hamlet,Clegir
52.0359199,-4.4002673,,isolated_dwelling,Pengallt
52.0417960,-4.4679996,,village,Adpar
52.0338983,-4.3833703,,hamlet,Pen-ffynnon
53.3395296,-3.3467127,,locality,Talacre Abbey
53.3465737,-3.3476692,,hamlet,Tynymorfa
53.3432883,-3.3127198,,locality,Point of Ayr Colliery (disused)
53.3355944,-3.3150136,,hamlet,Tanlan
53.3287131,-3.3065572,,village,Pen-y-fford
52.5833121,-3.9124368,,locality,CEFN CAER ROMAN FORT
52.8690150,-3.9138677,,village,Bronaber
52.8654957,-3.9584168,,locality,Moel-y-Gwartheg
52.7769856,-3.9169067,,locality,Wnion Gold Mine
52.4413034,-3.7697992,,hamlet,Eisteddfa Gurig
51.8044220,-3.2100767,,village,Garnlydan
52.8138505,-4.7378771,,hamlet,Anelog
51.5800068,-3.1246692,,hamlet,Draethen
53.3162502,-3.5081498,,locality,Horton's Nose
53.3134661,-3.5103192,,locality,Foryd Harbour
52.4254282,-3.5382854,,locality,Pen-pontbren
52.8713887,-3.6609450,,hamlet,Lon
52.9023201,-3.8165110,,locality,Bwlch y Bi
52.8452031,-3.8296584,,locality,Pont Aber-Geirw
52.8470344,-3.7692139,,locality,Rhyd y Re (ford)
52.8651575,-3.7063062,,hamlet,Dolhendre
52.8907851,-3.6710350,,village,Parc
52.7663642,-3.8793190,,locality,Foel Faner Hillfort
53.1814784,-4.1283839,,hamlet,Rhyd-y-groes
53.2168507,-3.8404984,,hamlet,Caerhun
53.2284087,-3.9273721,,locality,Bwlch y Ddeufaen
51.9151823,-4.7345285,,locality,Llangolman Common
53.2292709,-3.8214055,,hamlet,Tal-y-Cafn
53.2387170,-3.8831605,,locality,Caer Bach Hillfort
52.9225751,-3.6999767,,locality,Cefn Llwyn-Y-Bugail
53.1969487,-4.1273728,,hamlet,Waen-wen
53.1989406,-4.1357904,,village,Caerhun
53.1933815,-4.1256240,,hamlet,Tynyffridd
51.5915898,-3.1701400,,neighbourhood,Lower Graig-Y-Rhacca
53.2532837,-3.5103186,,hamlet,Glascoed
53.2701986,-3.7464896,,village,Bryn y Maen
53.0405501,-3.7871139,,isolated_dwelling,Tyddyn-uchaf
53.0366279,-3.7891524,,isolated_dwelling,Pen-y-foel
53.0443656,-3.7827955,,isolated_dwelling,Carreg-yr-ast
53.0325731,-3.7936531,,isolated_dwelling,Bennar View
53.0325731,-3.8050686,,isolated_dwelling,Hafod-dwyryd
53.0254625,-3.7988673,,isolated_dwelling,Bryn-y-grug
53.0274500,-3.7875162,,isolated_dwelling,Pen-y-ffrîdd
53.0303794,-3.7851988,,isolated_dwelling,Llanerchigwynion
53.0327538,-3.7870871,,isolated_dwelling,Blaen-y-buarth
53.0251270,-3.7637197,,locality,Pont Rhŷd-yr-halen
53.0265595,-3.7573897,,isolated_dwelling,Blaen-Eidda-isaf
53.0246236,-3.7588273,,locality,Pont Blaen-Eidda
53.0299148,-3.7472187,,isolated_dwelling,Pen-y-bryn
53.0339409,-3.7390004,,isolated_dwelling,Bryn-draenen
53.0364699,-3.7381636,,locality,Tŷ-mawr
53.2164436,-3.5253609,,hamlet,Berthen-gron
53.2315954,-3.5271672,,hamlet,Pentre Isaf
53.2230262,-3.4668315,,locality,Cefn Rocks
53.0528964,-3.7824799,,farm,Ty'n-y-coed-uchaf
53.0513074,-3.7764915,,farm,Bryneithin
53.0607886,-3.7864324,,locality,Coed-y-ffynnon
51.5796333,-3.1736364,,hamlet,Rudry
53.1562653,-3.0593606,,hamlet,Padeswood
52.9348548,-3.7050206,,locality,Ffridd Felen
53.2731027,-3.2593601,,village,Pantasaph
53.2706213,-3.3014344,,locality,Ffrith-y-garreg-wen
53.2082635,-3.8579494,,village,Llanbedr-y-cennin
53.2062360,-3.8730169,,locality,Pen y gaer Hillfort
52.0382127,-3.3699947,,village,Llaneglwys
52.8059931,-3.7340769,,locality,Pont Fronwydd
53.1408596,-4.1660432,,village,Cwm-Y-Glo
52.7723953,-3.8553564,,locality,Foel Offrwm Hillfort
53.2477849,-3.4064674,,village,Waen
51.6928441,-4.8380385,,village,Milton
53.0904407,-4.2308486,,village,Rhosgadfan
53.1147612,-4.0301282,,locality,Cwm Idwal
53.2410253,-3.2334666,,hamlet,Pen Ucha'r Plwyf
53.1540930,-3.2012710,,hamlet,Loggerheads
52.4593546,-3.5407906,,locality,Bryn Dol-Llys
53.0021837,-3.9716615,,neighbourhood,Allt y Ceffylau
52.0892870,-3.9794127,,hamlet,Llanycrwys
51.7814467,-4.2986050,,village,Llandyfaelog
51.8011664,-4.1592815,,hamlet,Mynyddcerrig
51.6451675,-3.9466443,,suburb,Brynhyfryd
51.6717360,-3.9597755,,suburb,Llangyfelach
52.4215697,-3.2223259,,village,Felindre
51.7126737,-4.2268987,,hamlet,Pen Y Mynydd
53.0313508,-4.2609309,,locality,Mynydd Llanllyfni
52.8701559,-3.8327468,,locality,Ffridd Harri Howel
52.9416151,-4.0899940,,locality,Ynys Ceiliog
52.0499134,-4.4911210,,village,Cwmcou
53.0318527,-3.5852558,,locality,Pant Dedwydd
53.2186378,-4.3748003,,locality,Capel Mawr
53.2059670,-4.3862040,,hamlet,Trefdraeth
52.8111751,-3.7877273,,locality,Ffridd Graig-Fach
52.8313305,-4.1042028,,hamlet,Pant Goleu
51.8646398,-4.1025421,,hamlet,Dryslwyn
51.5820467,-3.2479462,,suburb,Hendredenny
53.2787900,-4.3856706,,hamlet,Llynfaes
51.7863274,-3.8032575,,village,Cwm-Twrch Uchaf
51.7951120,-3.8143462,,village,Ystradowen
51.8991863,-3.5600704,,hamlet,Heol Senni
53.2591203,-3.2867029,,hamlet,Pant
53.2854530,-3.3023124,,hamlet,Pen-ffordd-llan
53.1816875,-3.4193582,,locality,Castle Hill
53.2040241,-3.4085694,,hamlet,Denbigh Green
52.9419308,-4.1549278,,hamlet,Pwllgoleulas
52.9127220,-4.0435947,,hamlet,Bryn Bwbach
52.8979859,-4.0120894,,locality,Bryn Cader Faner Stone Circle
52.8903040,-4.0672437,,locality,Pont Las
52.5488935,-3.3123807,,hamlet,Highgate
51.8950738,-4.7126496,,village,Efailwen
53.1070049,-4.1418003,,locality,Yr Aelgerth
53.1030811,-4.1482782,,locality,Braich Y Foel
53.1060247,-4.1570758,,locality,Bryn Mawr
52.8529532,-4.0935737,,hamlet,Rhiw-goch
52.9340241,-3.5389749,,village,Cefn-ddwysarn
52.5827360,-3.9361075,,village,Cwrt
52.9804692,-4.2635965,,locality,ROMAN FORT
51.6209281,-3.9259296,,quarter,SA1 Swansea Waterfront
52.9645328,-3.8953413,,farm,Garreglwyd
51.8991378,-5.2474614,,hamlet,Rhodiad-y-Brenin
53.2364794,-4.6011456,,island,Ynysoedd Gwylanod
51.8981480,-5.2075127,,hamlet,Caerfarchell
51.9062598,-5.1985998,,hamlet,Carnhedryn Uchaf
51.9297831,-5.1941872,,locality,Cwmwdig Water
51.9143899,-5.1827071,,locality,Pont Crug-glas
51.9478560,-5.1818429,,hamlet,Porthgain
51.9380282,-5.1747313,,hamlet,Llanrhian
53.1939733,-3.8965724,,farm,Hafodygors-wen (ruined)
53.1954292,-3.9034520,,farm,Ffrith-y-bont (ruined)
52.6718574,-3.1120558,,hamlet,Buttington
51.6707888,-4.1125194,,locality,Genwen Junction
51.6693813,-4.1225975,,locality,Llandeilo Junction
51.9326295,-5.1458107,,hamlet,Mesur-y-dorth
52.8869115,-3.9678364,,locality,Cefn-y-clawdd Farm (ruin)
53.2783542,-4.6019610,,locality,Stanley Mill
52.0100347,-5.0282361,,hamlet,Pontiago
51.9973265,-5.0337453,,hamlet,Rhos-y-caerau
52.9088743,-4.0125634,,locality,Hendre Cerrig Farm (ruined)
52.7733802,-4.0758287,,farm,Eithin-fynydd
51.7658561,-3.2383543,,suburb,Georgetown
52.9376982,-3.9608320,,village,Gellilydan
52.7617379,-3.9697179,,locality,"Clogau Gold Mine, Ty'n y Cornel Adit"
52.7570180,-3.9759837,,locality,"Clogau Gold Mine, Llechfraith Adit"
52.7531896,-3.9748012,,locality,Figra Bridge
51.7896323,-3.2640080,,suburb,Waundeg
51.7840797,-3.2378530,,suburb,Sirhowy
51.5908129,-3.2415155,,suburb,Penyrheol
51.5872200,-3.2017170,,hamlet,Porset
51.5727862,-3.2044282,,hamlet,Van
51.5795731,-3.2355419,,suburb,Trecenydd
52.9326911,-4.0663148,,neighbourhood,Penlan
52.9346311,-4.0629889,,neighbourhood,Pen-y-Bwlch
52.0384614,-4.4123197,,hamlet,Dôl-Haidd
52.9629494,-3.7985824,,neighbourhood,Cefn Garw
52.9820655,-4.0062210,,neighbourhood,Pant-mawr Slate Mines
52.9739766,-4.0061443,,locality,Old Levels
53.0084708,-3.9436242,,neighbourhood,Tal-y-waenydd
52.9943538,-3.9477398,,neighbourhood,Glanypwll
52.9913274,-3.9364550,,neighbourhood,Maen-offeren
52.9836930,-3.9414854,,neighbourhood,Cwm Bowydd
52.9610297,-3.9503033,,hamlet,Rhyd-y-sarn
52.9392540,-3.7561065,,locality,Uwch-Mynydd
52.9341974,-3.7763840,,locality,Y Gopsiel
52.9186474,-3.8401407,,locality,Sir Watkin's Rock
52.9192911,-3.8381558,,locality,Craig Aderyn
53.0616756,-4.2474185,,village,Cilgwyn
53.0704233,-4.2265559,,village,Y Fron
53.2226866,-3.0651226,,neighbourhood,Golftyn
51.5047746,-3.1982895,,locality,Gabalfa Interchange
52.9444716,-4.0889358,,locality,Ynys y Gwely
52.9494411,-4.0809268,,neighbourhood,Morfa Gwyllt
51.5271174,-3.1454984,,suburb,Pentwyn
52.9673814,-4.0621868,,locality,Pont Garreg-Hylldrem
52.9430135,-4.1206710,,hamlet,Bwlch-y-moch
52.9554150,-4.0775598,,neighbourhood,Traeth Mawr
52.9459930,-4.1136210,,hamlet,Portreuddyn
52.9951735,-4.0952595,,locality,Pont Aberglaslyn
52.8680477,-4.1179965,,locality,Cefn-mine
51.7048544,-3.1367495,,neighbourhood,Brynithel
51.7221645,-3.1286814,,village,Six Bells
51.7566122,-3.1988480,,suburb,Victoria
51.7407968,-3.1828191,,village,Cwm
51.6832207,-3.1355478,,village,Swffryd
52.9757217,-4.0334392,,locality,Pont Maesgwm
53.2750048,-3.3590162,,hamlet,Glan-llyn
53.0604690,-3.5352820,,hamlet,Pentre-llyn-cymmer
53.2369828,-4.1231390,,locality,Garth Point
53.1690839,-3.3791205,,hamlet,Llwyn
53.1543835,-3.3434283,,village,Llanynys
52.8997807,-3.7772030,,locality,Castell Gwyn
52.8354487,-3.8748337,,locality,Gwynfynydd Gold Mine
52.8345040,-3.8318156,,farm,Cyplau
52.9656987,-4.2261866,,village,Dolbenmaen
52.7903673,-3.9021371,,locality,Cefn Coch Gold Mine
53.2642405,-3.4631133,,hamlet,Gwernigron
53.1294868,-3.2753609,,hamlet,Llanbedr Hall Estate
53.1774835,-3.4321856,,locality,Galch Hill
53.1740117,-3.4327774,,hamlet,Lawnt
53.1798370,-3.4261865,,neighbourhood,Smithfield
53.1710665,-3.4141008,,hamlet,Pont-Ystrad
51.7453032,-3.4031713,,suburb,Heolgerrig
51.7536724,-3.4132778,,suburb,Gellideg
53.2063204,-3.4760499,,locality,Bont y Coed
53.2338931,-3.3568603,,hamlet,Sodom
53.3060961,-3.4195786,,neighbourhood,Penisa
53.2546293,-3.4453178,,neighbourhood,Pen Rhewl
53.2589464,-3.4523720,,neighbourhood,The Roe
52.1426522,-3.1262873,,farm,
52.2216327,-3.1462215,,farm,
52.1484986,-3.1023191,,farm,
52.1474189,-3.1274675,,farm,
52.2331595,-3.1423591,,farm,
52.2070079,-3.2442516,,farm,
52.2114127,-3.2331365,,farm,
52.2187488,-3.2330507,,farm,
52.2194981,-3.2195538,,farm,
52.2207864,-3.2141465,,farm,
52.2135164,-3.2193392,,farm,
52.2103214,-3.1963151,,farm,
52.2135690,-3.1615322,,farm,
52.2119912,-3.1435722,,farm,
52.2137793,-3.1507605,,farm,
52.2186173,-3.1556528,,farm,
52.2215094,-3.1401175,,farm,
52.2216540,-3.1378859,,farm,
52.2222981,-3.1325429,,farm,
52.2323134,-3.1245392,,farm,
52.2357170,-3.1679266,,farm,
52.2298558,-3.1811875,,farm,
52.2613740,-3.1173724,,farm,
52.2838133,-3.0802506,,farm,
52.2883680,-3.1054419,,farm,
52.3025412,-3.1676477,,farm,
52.3125384,-3.1685918,,farm,
52.3236088,-3.2085675,,farm,
52.3271103,-3.1998557,,farm,
52.3287364,-3.1903714,,farm,
52.3295888,-3.2088464,,farm,
52.3261924,-3.1561678,,farm,
52.3221005,-3.1457179,,farm,
52.2096640,-3.1206125,,farm,
52.2131351,-3.1337446,,farm,
52.3489920,-3.1133383,,farm,
52.3612589,-3.1165570,,farm,
52.3396455,-3.0826324,,farm,
52.2813979,-3.1018799,,farm,
52.2689382,-3.0522483,,farm,
52.2604940,-3.0516475,,farm,
52.2394883,-3.0746716,,farm,
52.2385817,-3.0719465,,farm,
52.2306049,-3.0877179,,farm,
53.2992319,-3.4615444,,locality,Pont y Gwyr-Rhyl
52.1963546,-3.1113169,,farm,
52.1866601,-3.1111238,,farm,
52.1894095,-3.0986998,,farm,
52.1845814,-3.1472800,,farm,
52.1991692,-3.1396840,,farm,
52.2024833,-3.1578157,,farm,
52.1748002,-3.1590372,,farm,
52.1750897,-3.1517416,,farm,
52.1748791,-3.1430083,,farm,
52.1917326,-3.1330305,,farm,
52.1947842,-3.1314427,,farm,
52.2027280,-3.1275588,,farm,
52.2080932,-3.1477076,,farm,
52.2069755,-3.1411630,,farm,
52.2220685,-3.1841642,,farm,
52.2254992,-3.2511979,,farm,
52.2300468,-3.2405549,,farm,
52.2425832,-3.2360917,,farm,
52.2506629,-3.2407266,,farm,
52.2513723,-3.2525283,,farm,
52.2522655,-3.2427651,,farm,
52.2710199,-3.2402545,,farm,
52.0457659,-3.1455020,,farm,
52.0443010,-3.1564454,,farm,
52.0375037,-3.1669812,,farm,
52.0324480,-3.1703500,,farm,
52.0256225,-3.1735472,,farm,
52.0238664,-3.1741051,,farm,
52.0152701,-3.1620459,,farm,
51.9966455,-3.1766371,,farm,
51.9894710,-3.1896405,,farm,
51.9890350,-3.1969146,,farm,
51.9919419,-3.2047252,,farm,
51.9966191,-3.2050042,,farm,
52.0023790,-3.2065491,,farm,
52.0077948,-3.2256250,,farm,
52.0140023,-3.2202820,,farm,
52.0349561,-3.1888251,,farm,
52.0430340,-3.1899838,,farm,
52.0501999,-3.1723027,,farm,
52.0480357,-3.1663374,,farm,
52.0664015,-3.1523899,,farm,
52.0840872,-3.1335286,,farm,
52.1018186,-3.1530980,,farm,
52.1051136,-3.1398587,,farm,
52.1144438,-3.1681399,,farm,
52.1400259,-3.1840829,,farm,
52.1399206,-3.1773452,,farm,
52.1424095,-3.1776885,,farm,
52.1420276,-3.1739549,,farm,
52.1393675,-3.1620459,,farm,
52.1433708,-3.1562094,,farm,
52.1439107,-3.1427984,,farm,
52.1594991,-3.1508879,,farm,
52.1598676,-3.1451158,,farm,
52.1545230,-3.1607584,,farm,
52.1544966,-3.1725602,,farm,
52.1615262,-3.1629471,,farm,
52.1663173,-3.1883745,,farm,
52.1616973,-3.1907348,,farm,
52.1585644,-3.1889109,,farm,
52.1507971,-3.1985669,,farm,
52.1371154,-3.1977944,,farm,
52.1308987,-3.1955199,,farm,
52.1273289,-3.1999616,,farm,
52.1215456,-3.2045965,,farm,
52.4974068,-3.1717799,,farm,
52.5031020,-3.1724236,,farm,
52.5000586,-3.1875513,,farm,
52.4956301,-3.1947396,,farm,
52.4907701,-3.1983230,,farm,
52.5015085,-3.2120774,,farm,
52.5032718,-3.2099531,,farm,
52.5023183,-3.2145880,,farm,
52.5018612,-3.2217334,,farm,
52.5012734,-3.2372043,,farm,
52.4955517,-3.2367966,,farm,
52.4938795,-3.2245229,,farm,
52.4899862,-3.2418177,,farm,
52.4872031,-3.2350371,,farm,
52.4801598,-3.2365606,,farm,
52.4848250,-3.2673095,,farm,
52.4866674,-3.2738540,,farm,
52.4799899,-3.2717726,,farm,
52.4843415,-3.2830808,,farm,
52.4771931,-3.2821367,,farm,
52.4522497,-3.2974575,,farm,
52.4527335,-3.3525393,,farm,
52.4597289,-3.3442996,,farm,
52.9556351,-3.1773871,,farm,
52.9354517,-3.1704134,,farm,
52.9317527,-3.1597060,,farm,
52.9334470,-3.1546205,,farm,
52.9328004,-3.1516808,,farm,
52.9429133,-3.1871933,,farm,
52.9224393,-3.2071489,,farm,
52.9199683,-3.1969565,,farm,
52.9139778,-3.1894034,,farm,
52.9025380,-3.2160109,,farm,
52.9001953,-3.2135862,,farm,
52.9057218,-3.2250875,,farm,
52.3040376,-3.5342545,,farm,
52.3050741,-3.5246843,,farm,
52.3092987,-3.5237402,,farm,
52.3498512,-3.5957843,,farm,
52.3507556,-3.5867721,,farm,
52.3462073,-3.5790474,,farm,
52.3550676,-3.5804421,,farm,
52.3521056,-3.5760433,,farm,
52.4052860,-3.5789615,,farm,
52.4030212,-3.5726744,,farm,
52.3994995,-3.5519678,,farm,
52.3894695,-3.5714084,,farm,
52.4034663,-3.5962779,,farm,
52.4097104,-3.5765797,,farm,
52.4122104,-3.5897118,,farm,
52.4121450,-3.5830170,,farm,
52.4165557,-3.5729319,,farm,
52.4186627,-3.5669667,,farm,
52.4270897,-3.5875017,,farm,
52.4193170,-3.5944110,,farm,
52.4147626,-3.6034662,,farm,
52.4124591,-3.6064273,,farm,
52.4099329,-3.6098820,,farm,
52.4304523,-3.5761935,,farm,
52.4334875,-3.5822660,,farm,
52.9556893,-3.4039168,,farm,
52.9529488,-3.3964925,,farm,
52.9516172,-3.3961063,,farm,
52.9537115,-3.3729320,,farm,
52.9515913,-3.4047322,,farm,
52.9250420,-3.2315044,,farm,
52.9203977,-3.2198315,,farm,
52.9221054,-3.2339935,,farm,
52.9230110,-3.2453446,,farm,
52.9239941,-3.2440572,,farm,
52.9682523,-3.3931773,,farm,
52.9588745,-3.4137788,,farm,
52.9606195,-3.4143045,,farm,
52.9666422,-3.4184136,,farm,
52.9660219,-3.4172120,,farm,
52.9684773,-3.4111180,,farm,
52.9752614,-3.4155383,,farm,
52.9766310,-3.4244861,,farm,
52.9710102,-3.4290995,,farm,
52.9690459,-3.4326186,,farm,
52.9640187,-3.4271684,,farm,
52.9628426,-3.4342923,,farm,
52.9589521,-3.4259453,,farm,
52.9563797,-3.4263959,,farm,
52.9532126,-3.4277048,,farm,Gwnodl Bach
52.9512605,-3.4336700,,farm,Siamber Wen
52.9482999,-3.4379186,,farm,
52.9386796,-3.4480467,,farm,
52.9309198,-3.4506216,,farm,
52.9246592,-3.4657278,,farm,
52.9313595,-3.4825292,,farm,
52.9276732,-3.4761562,,farm,
52.9244651,-3.4790530,,farm,
52.9217873,-3.4894171,,farm,
52.9229257,-3.5076775,,farm,
52.9255906,-3.4904685,,farm,
52.9291995,-3.4967341,,farm,
52.9357957,-3.4364381,,farm,
52.9381365,-3.4261169,,farm,
52.9417702,-3.4221043,,farm,
52.9472785,-3.4151521,,farm,
52.9441495,-3.4099593,,farm,
52.9435676,-3.4126415,,farm,
52.9407487,-3.4102812,,farm,
52.9372829,-3.3984580,,farm,
52.9399469,-3.4105387,,farm,
52.9385762,-3.4192719,,farm,
52.9383046,-3.4229197,,farm,
52.9360414,-3.4183278,,farm,
52.9356793,-3.4213319,,farm,
52.9315406,-3.4181990,,farm,
52.9311397,-3.4234347,,farm,
52.9291736,-3.4252586,,farm,
52.9275309,-3.4271254,,farm,
52.9141668,-3.4361377,,farm,
